close,date,drawdown_60,rsi14,type,volume_ratio20
94760.0,20201219,-0.1669,,DRAWDOWN_15PCT_60D,
91210.0,20201220,,,BREAKOUT_DOWN_20D,
91210.0,20201220,-0.1981,,DRAWDOWN_15PCT_60D,
89510.0,20201221,,,BREAKOUT_DOWN_20D,
89510.0,20201221,-0.213,,DRAWDOWN_15PCT_60D,
89090.0,20201222,,,BREAKOUT_DOWN_20D,
89090.0,20201222,-0.2167,,DRAWDOWN_15PCT_60D,
88620.0,20201223,,,DEATH_CROSS,
88620.0,20201223,,29.77,RSI_OVERSOLD,
88620.0,20201223,,,BREAKOUT_DOWN_20D,
88620.0,20201223,-0.2209,,DRAWDOWN_15PCT_60D,
83280.0,20201226,,24.11,RSI_OVERSOLD,
83280.0,20201226,,,BREAKOUT_DOWN_20D,
83280.0,20201226,-0.2678,,DRAWDOWN_15PCT_60D,
82190.0,20201227,,23.15,RSI_OVERSOLD,
82190.0,20201227,,,BREAKOUT_DOWN_20D,
82190.0,20201227,-0.2774,,DRAWDOWN_15PCT_60D,
87120.0,20201228,-0.234,,DRAWDOWN_15PCT_60D,
83710.0,20201229,-0.264,,DRAWDOWN_15PCT_60D,
81080.0,20201230,,29.2,RSI_OVERSOLD,
81080.0,20201230,,,BREAKOUT_DOWN_20D,
81080.0,20201230,-0.2871,,DRAWDOWN_15PCT_60D,
76110.0,20210102,,24.99,RSI_OVERSOLD,
76110.0,20210102,,,BREAKOUT_DOWN_20D,
76110.0,20210102,-0.3308,,DRAWDOWN_15PCT_60D,
75560.0,20210103,,24.57,RSI_OVERSOLD,
75560.0,20210103,,,BREAKOUT_DOWN_20D,
75560.0,20210103,-0.3357,,DRAWDOWN_15PCT_60D,
77000.0,20210104,,28.0,RSI_OVERSOLD,
77000.0,20210104,-0.323,,DRAWDOWN_15PCT_60D,
73420.0,20210105,,24.96,RSI_OVERSOLD,
73420.0,20210105,,,BREAKOUT_DOWN_20D,
73420.0,20210105,-0.3545,,DRAWDOWN_15PCT_60D,
68960.0,20210106,,21.79,RSI_OVERSOLD,
68960.0,20210106,,,BREAKOUT_DOWN_20D,
68960.0,20210106,-0.3937,,DRAWDOWN_15PCT_60D,
66810.0,20210109,,20.45,RSI_OVERSOLD,
66810.0,20210109,,,BREAKOUT_DOWN_20D,
66810.0,20210109,-0.4126,,DRAWDOWN_15PCT_60D,
69590.0,20210110,,26.75,RSI_OVERSOLD,
69590.0,20210110,-0.3882,,DRAWDOWN_15PCT_60D,
68630.0,20210111,,25.99,RSI_OVERSOLD,
68630.0,20210111,-0.3966,,DRAWDOWN_15PCT_60D,
63370.0,20210112,,22.23,RSI_OVERSOLD,
63370.0,20210112,,,BREAKOUT_DOWN_20D,
63370.0,20210112,-0.4429,,DRAWDOWN_15PCT_60D,
60730.0,20210113,,20.62,RSI_OVERSOLD,
60730.0,20210113,,,BREAKOUT_DOWN_20D,
60730.0,20210113,-0.4661,,DRAWDOWN_15PCT_60D,
56460.0,20210116,,18.31,RSI_OVERSOLD,
56460.0,20210116,,,BREAKOUT_DOWN_20D,
56460.0,20210116,-0.5036,,DRAWDOWN_15PCT_60D,
52750.0,20210118,,16.57,RSI_OVERSOLD,
52750.0,20210118,,,BREAKOUT_DOWN_20D,
52750.0,20210118,-0.5362,,DRAWDOWN_15PCT_60D,
55970.0,20210119,,23.37,RSI_OVERSOLD,
55970.0,20210119,-0.5079,,DRAWDOWN_15PCT_60D,
61560.0,20210120,-0.4588,,DRAWDOWN_15PCT_60D,
67710.0,20210123,-0.4047,,DRAWDOWN_15PCT_60D,
74360.0,20210124,,,VOLUME_SPIKE_2X,2.66
74360.0,20210124,-0.3462,,DRAWDOWN_15PCT_60D,
79870.0,20210125,-0.2978,,DRAWDOWN_15PCT_60D,
86860.0,20210126,,,VOLUME_SPIKE_2X,4.21
86860.0,20210126,-0.2363,,DRAWDOWN_15PCT_60D,
90910.0,20210127,,,VOLUME_SPIKE_2X,3.8
90910.0,20210127,,,BREAKOUT_UP_20D,
90910.0,20210127,-0.2007,,DRAWDOWN_15PCT_60D,
97750.0,20210130,,,VOLUME_SPIKE_2X,2.24
97750.0,20210130,,,BREAKOUT_UP_20D,
96370.0,20210131,,,VOLUME_SPIKE_2X,3.77
96370.0,20210131,-0.1527,,DRAWDOWN_15PCT_60D,
90550.0,20210201,,,VOLUME_SPIKE_2X,2.19
90550.0,20210201,-0.2039,,DRAWDOWN_15PCT_60D,
82860.0,20210202,,,VOLUME_SPIKE_2X,2.06
82860.0,20210202,-0.2715,,DRAWDOWN_15PCT_60D,
79650.0,20210203,-0.2997,,DRAWDOWN_15PCT_60D,
73060.0,20210206,-0.3577,,DRAWDOWN_15PCT_60D,
80100.0,20210207,-0.2958,,DRAWDOWN_15PCT_60D,
87280.0,20210208,,,VOLUME_SPIKE_2X,2.14
87280.0,20210208,-0.2326,,DRAWDOWN_15PCT_60D,
93530.0,20210209,-0.1777,,DRAWDOWN_15PCT_60D,
100780.0,20210213,,,BREAKOUT_UP_20D,
96050.0,20210215,-0.1555,,DRAWDOWN_15PCT_60D,
92210.0,20210216,,,GOLDEN_CROSS,
92210.0,20210216,-0.1893,,DRAWDOWN_15PCT_60D,
90410.0,20210217,-0.2051,,DRAWDOWN_15PCT_60D,
87270.0,20210220,-0.2327,,DRAWDOWN_15PCT_60D,
83780.0,20210221,-0.2634,,DRAWDOWN_15PCT_60D,
80430.0,20210222,-0.2929,,DRAWDOWN_15PCT_60D,
82830.0,20210223,-0.2718,,DRAWDOWN_15PCT_60D,
84590.0,20210224,-0.2563,,DRAWDOWN_15PCT_60D,
81990.0,20210227,-0.2427,,DRAWDOWN_15PCT_60D,
79190.0,20210228,-0.2686,,DRAWDOWN_15PCT_60D,
82020.0,20210301,-0.2424,,DRAWDOWN_15PCT_60D,
85500.0,20210302,-0.1816,,DRAWDOWN_15PCT_60D,
82980.0,20210303,-0.2034,,DRAWDOWN_15PCT_60D,
80420.0,20210306,-0.228,,DRAWDOWN_15PCT_60D,
83910.0,20210307,-0.1945,,DRAWDOWN_15PCT_60D,
88120.0,20210308,-0.1541,,DRAWDOWN_15PCT_60D,
85620.0,20210310,-0.1504,,DRAWDOWN_15PCT_60D,
84910.0,20210314,-0.1575,,DRAWDOWN_15PCT_60D,
84380.0,20210315,-0.1627,,DRAWDOWN_15PCT_60D,
83520.0,20210327,-0.1713,,DRAWDOWN_15PCT_60D,
81440.0,20210328,-0.1919,,DRAWDOWN_15PCT_60D,
81570.0,20210330,-0.1906,,DRAWDOWN_15PCT_60D,
80340.0,20210331,-0.2028,,DRAWDOWN_15PCT_60D,
77600.0,20210403,,,BREAKOUT_DOWN_20D,
77600.0,20210403,-0.23,,DRAWDOWN_15PCT_60D,
74630.0,20210404,,,BREAKOUT_DOWN_20D,
74630.0,20210404,-0.2595,,DRAWDOWN_15PCT_60D,
75260.0,20210405,-0.2532,,DRAWDOWN_15PCT_60D,
76520.0,20210406,,,DEATH_CROSS,
76520.0,20210406,-0.2407,,DRAWDOWN_15PCT_60D,
73800.0,20210407,,,BREAKOUT_DOWN_20D,
73800.0,20210407,-0.2677,,DRAWDOWN_15PCT_60D,
71090.0,20210410,,,BREAKOUT_DOWN_20D,
71090.0,20210410,-0.2946,,DRAWDOWN_15PCT_60D,
70550.0,20210411,,,BREAKOUT_DOWN_20D,
70550.0,20210411,-0.3,,DRAWDOWN_15PCT_60D,
71940.0,20210412,-0.2862,,DRAWDOWN_15PCT_60D,
75840.0,20210413,-0.2475,,DRAWDOWN_15PCT_60D,
74550.0,20210414,-0.2603,,DRAWDOWN_15PCT_60D,
71730.0,20210417,-0.2883,,DRAWDOWN_15PCT_60D,
69090.0,20210418,,,BREAKOUT_DOWN_20D,
69090.0,20210418,-0.3144,,DRAWDOWN_15PCT_60D,
71120.0,20210419,-0.2943,,DRAWDOWN_15PCT_60D,
72460.0,20210420,-0.281,,DRAWDOWN_15PCT_60D,
70310.0,20210421,-0.3023,,DRAWDOWN_15PCT_60D,
69530.0,20210424,-0.3101,,DRAWDOWN_15PCT_60D,
67910.0,20210425,,,BREAKOUT_DOWN_20D,
67910.0,20210425,-0.3262,,DRAWDOWN_15PCT_60D,
69470.0,20210426,-0.3107,,DRAWDOWN_15PCT_60D,
72700.0,20210427,,,VOLUME_SPIKE_2X,2.13
72700.0,20210427,-0.2786,,DRAWDOWN_15PCT_60D,
73760.0,20210428,-0.2681,,DRAWDOWN_15PCT_60D,
73010.0,20210501,-0.2756,,DRAWDOWN_15PCT_60D,
70200.0,20210502,-0.3034,,DRAWDOWN_15PCT_60D,
68810.0,20210503,-0.3172,,DRAWDOWN_15PCT_60D,
70840.0,20210505,-0.2971,,DRAWDOWN_15PCT_60D,
69470.0,20210508,-0.3107,,DRAWDOWN_15PCT_60D,
67220.0,20210509,,,BREAKOUT_DOWN_20D,
67220.0,20210509,-0.333,,DRAWDOWN_15PCT_60D,
69100.0,20210510,-0.3143,,DRAWDOWN_15PCT_60D,
72750.0,20210511,-0.2781,,DRAWDOWN_15PCT_60D,
72610.0,20210512,,,VOLUME_SPIKE_2X,2.09
72610.0,20210512,-0.2795,,DRAWDOWN_15PCT_60D,
73050.0,20210515,,,VOLUME_SPIKE_2X,2.12
73050.0,20210515,-0.2752,,DRAWDOWN_15PCT_60D,
72240.0,20210516,-0.2832,,DRAWDOWN_15PCT_60D,
70300.0,20210517,-0.2925,,DRAWDOWN_15PCT_60D,
70540.0,20210518,-0.2656,,DRAWDOWN_15PCT_60D,
69160.0,20210519,-0.25,,DRAWDOWN_15PCT_60D,
65930.0,20210522,,,BREAKOUT_DOWN_20D,
65930.0,20210522,-0.2708,,DRAWDOWN_15PCT_60D,
64000.0,20210523,,,BREAKOUT_DOWN_20D,
64000.0,20210523,-0.2807,,DRAWDOWN_15PCT_60D,
65270.0,20210524,-0.2665,,DRAWDOWN_15PCT_60D,
67360.0,20210525,-0.243,,DRAWDOWN_15PCT_60D,
66700.0,20210526,-0.2504,,DRAWDOWN_15PCT_60D,
70970.0,20210529,-0.2024,,DRAWDOWN_15PCT_60D,
74810.0,20210530,,,VOLUME_SPIKE_2X,2.42
74810.0,20210530,,,BREAKOUT_UP_20D,
74810.0,20210530,-0.1592,,DRAWDOWN_15PCT_60D,
73070.0,20210531,,,VOLUME_SPIKE_2X,2.1
73070.0,20210531,-0.1788,,DRAWDOWN_15PCT_60D,
72350.0,20210601,-0.1869,,DRAWDOWN_15PCT_60D,
73720.0,20210602,-0.1715,,DRAWDOWN_15PCT_60D,
74400.0,20210607,-0.1639,,DRAWDOWN_15PCT_60D,
73910.0,20210608,-0.1694,,DRAWDOWN_15PCT_60D,
71990.0,20210609,-0.1909,,DRAWDOWN_15PCT_60D,
72340.0,20210612,-0.187,,DRAWDOWN_15PCT_60D,
72230.0,20210613,-0.1882,,DRAWDOWN_15PCT_60D,
73550.0,20210614,-0.1528,,DRAWDOWN_15PCT_60D,
72820.0,20210615,-0.1613,,DRAWDOWN_15PCT_60D,
72320.0,20210616,-0.1626,,DRAWDOWN_15PCT_60D,
72890.0,20210619,-0.156,,DRAWDOWN_15PCT_60D,
71840.0,20210620,-0.1681,,DRAWDOWN_15PCT_60D,
71120.0,20210621,,,GOLDEN_CROSS,
71120.0,20210621,-0.1705,,DRAWDOWN_15PCT_60D,
70400.0,20210703,,,BREAKOUT_DOWN_20D,
69290.0,20210704,,,BREAKOUT_DOWN_20D,
69180.0,20210710,,,BREAKOUT_DOWN_20D,
73880.0,20210717,,,VOLUME_SPIKE_2X,2.23
73880.0,20210717,,,BREAKOUT_UP_20D,
71290.0,20210726,,,DEATH_CROSS,
72520.0,20210811,,,VOLUME_SPIKE_2X,2.75
75110.0,20210815,,,VOLUME_SPIKE_2X,2.9
75110.0,20210815,,,BREAKOUT_UP_20D,
81010.0,20210822,,78.89,RSI_OVERBOUGHT,
81010.0,20210822,,,VOLUME_SPIKE_2X,2.6
81010.0,20210822,,,BREAKOUT_UP_20D,
83820.0,20210823,,,GOLDEN_CROSS,
83820.0,20210823,,82.1,RSI_OVERBOUGHT,
83820.0,20210823,,,VOLUME_SPIKE_2X,2.33
83820.0,20210823,,,BREAKOUT_UP_20D,
86870.0,20210824,,84.79,RSI_OVERBOUGHT,
86870.0,20210824,,,BREAKOUT_UP_20D,
87390.0,20210825,,85.2,RSI_OVERBOUGHT,
87390.0,20210825,,,VOLUME_SPIKE_2X,2.03
87390.0,20210825,,,BREAKOUT_UP_20D,
92480.0,20210828,,88.47,RSI_OVERBOUGHT,
92480.0,20210828,,,VOLUME_SPIKE_2X,2.1
92480.0,20210828,,,BREAKOUT_UP_20D,
93890.0,20210829,,89.19,RSI_OVERBOUGHT,
93890.0,20210829,,,VOLUME_SPIKE_2X,3.19
93890.0,20210829,,,BREAKOUT_UP_20D,
87640.0,20210830,,,VOLUME_SPIKE_2X,2.11
85290.0,20210831,,,VOLUME_SPIKE_2X,2.55
79130.0,20210912,-0.1572,,DRAWDOWN_15PCT_60D,
78000.0,20210913,-0.1692,,DRAWDOWN_15PCT_60D,
79780.0,20210915,-0.1503,,DRAWDOWN_15PCT_60D,
76680.0,20210918,-0.1833,,DRAWDOWN_15PCT_60D,
75600.0,20210919,,,BREAKOUT_DOWN_20D,
75600.0,20210919,-0.1948,,DRAWDOWN_15PCT_60D,
76750.0,20210920,-0.1826,,DRAWDOWN_15PCT_60D,
74010.0,20210921,,,BREAKOUT_DOWN_20D,
74010.0,20210921,-0.2117,,DRAWDOWN_15PCT_60D,
75340.0,20210922,-0.1976,,DRAWDOWN_15PCT_60D,
78890.0,20210926,-0.1598,,DRAWDOWN_15PCT_60D,
79260.0,20210929,-0.1558,,DRAWDOWN_15PCT_60D,
78030.0,20211009,-0.1689,,DRAWDOWN_15PCT_60D,
77490.0,20211010,-0.1747,,DRAWDOWN_15PCT_60D,
77190.0,20211011,,,DEATH_CROSS,
77190.0,20211011,-0.1779,,DRAWDOWN_15PCT_60D,
73500.0,20211012,,,BREAKOUT_DOWN_20D,
73500.0,20211012,-0.2172,,DRAWDOWN_15PCT_60D,
71140.0,20211013,,,BREAKOUT_DOWN_20D,
71140.0,20211013,-0.2423,,DRAWDOWN_15PCT_60D,
74330.0,20211016,-0.2083,,DRAWDOWN_15PCT_60D,
72480.0,20211017,-0.228,,DRAWDOWN_15PCT_60D,
72090.0,20211018,-0.2322,,DRAWDOWN_15PCT_60D,
72810.0,20211019,-0.2245,,DRAWDOWN_15PCT_60D,
71180.0,20211020,-0.2419,,DRAWDOWN_15PCT_60D,
68500.0,20211023,,,BREAKOUT_DOWN_20D,
68500.0,20211023,-0.2704,,DRAWDOWN_15PCT_60D,
68090.0,20211025,,,BREAKOUT_DOWN_20D,
68090.0,20211025,-0.2748,,DRAWDOWN_15PCT_60D,
68660.0,20211026,-0.2687,,DRAWDOWN_15PCT_60D,
69460.0,20211027,-0.2602,,DRAWDOWN_15PCT_60D,
68010.0,20211030,,,BREAKOUT_DOWN_20D,
68010.0,20211030,-0.2756,,DRAWDOWN_15PCT_60D,
65030.0,20211031,,,BREAKOUT_DOWN_20D,
65030.0,20211031,-0.3074,,DRAWDOWN_15PCT_60D,
69460.0,20211101,-0.2602,,DRAWDOWN_15PCT_60D,
72060.0,20211102,-0.2325,,DRAWDOWN_15PCT_60D,
72820.0,20211103,,,VOLUME_SPIKE_2X,2.03
72820.0,20211103,-0.2244,,DRAWDOWN_15PCT_60D,
77500.0,20211106,,,VOLUME_SPIKE_2X,2.81
77500.0,20211106,-0.1746,,DRAWDOWN_15PCT_60D,
75760.0,20211107,-0.1931,,DRAWDOWN_15PCT_60D,
74520.0,20211108,-0.2063,,DRAWDOWN_15PCT_60D,
78040.0,20211109,,,VOLUME_SPIKE_2X,2.51
78040.0,20211109,,,BREAKOUT_UP_20D,
78040.0,20211109,-0.1688,,DRAWDOWN_15PCT_60D,
77780.0,20211110,-0.1716,,DRAWDOWN_15PCT_60D,
74310.0,20211113,-0.2085,,DRAWDOWN_15PCT_60D,
74590.0,20211114,-0.2056,,DRAWDOWN_15PCT_60D,
71880.0,20211115,-0.2344,,DRAWDOWN_15PCT_60D,
71910.0,20211116,-0.2341,,DRAWDOWN_15PCT_60D,
72650.0,20211117,-0.2262,,DRAWDOWN_15PCT_60D,
70230.0,20211120,-0.252,,DRAWDOWN_15PCT_60D,
71290.0,20211121,-0.2407,,DRAWDOWN_15PCT_60D,
73350.0,20211122,-0.2188,,DRAWDOWN_15PCT_60D,
72020.0,20211123,-0.2329,,DRAWDOWN_15PCT_60D,
71320.0,20211124,-0.1862,,DRAWDOWN_15PCT_60D,
69350.0,20211127,-0.2039,,DRAWDOWN_15PCT_60D,
70080.0,20211128,-0.1955,,DRAWDOWN_15PCT_60D,
70310.0,20211129,-0.1929,,DRAWDOWN_15PCT_60D,
70140.0,20211130,-0.1739,,DRAWDOWN_15PCT_60D,
68940.0,20211201,,,BREAKOUT_DOWN_20D,
68940.0,20211201,-0.1881,,DRAWDOWN_15PCT_60D,
70030.0,20211204,-0.1647,,DRAWDOWN_15PCT_60D,
70980.0,20211205,-0.1534,,DRAWDOWN_15PCT_60D,
69820.0,20211206,-0.1672,,DRAWDOWN_15PCT_60D,
68680.0,20211212,,,BREAKOUT_DOWN_20D,
68680.0,20211212,-0.1584,,DRAWDOWN_15PCT_60D,
68100.0,20211213,,,BREAKOUT_DOWN_20D,
68100.0,20211213,-0.1655,,DRAWDOWN_15PCT_60D,
68270.0,20211214,-0.1635,,DRAWDOWN_15PCT_60D,
68010.0,20211215,,,BREAKOUT_DOWN_20D,
68010.0,20211215,-0.1666,,DRAWDOWN_15PCT_60D,
68840.0,20211218,-0.1565,,DRAWDOWN_15PCT_60D,
67290.0,20211219,,,BREAKOUT_DOWN_20D,
67290.0,20211219,-0.1755,,DRAWDOWN_15PCT_60D,
67560.0,20211220,-0.1722,,DRAWDOWN_15PCT_60D,
68400.0,20211221,-0.1619,,DRAWDOWN_15PCT_60D,
72050.0,20211222,,,VOLUME_SPIKE_2X,2.87
72050.0,20211222,,,BREAKOUT_UP_20D,
73530.0,20211225,,,VOLUME_SPIKE_2X,2.74
73530.0,20211225,,,BREAKOUT_UP_20D,
69470.0,20220117,,,GOLDEN_CROSS,
67860.0,20220118,,,BREAKOUT_DOWN_20D,
67550.0,20220125,,,DEATH_CROSS,
67550.0,20220125,,,BREAKOUT_DOWN_20D,
70270.0,20220126,,,VOLUME_SPIKE_2X,2.66
74520.0,20220129,,,GOLDEN_CROSS,
74520.0,20220129,,,VOLUME_SPIKE_2X,3.7
74520.0,20220129,,,BREAKOUT_UP_20D,
75770.0,20220130,,,VOLUME_SPIKE_2X,3.7
75770.0,20220130,,,BREAKOUT_UP_20D,
75120.0,20220131,,,VOLUME_SPIKE_2X,2.87
69160.0,20220228,,,DEATH_CROSS,
73310.0,20220307,,,VOLUME_SPIKE_2X,2.61
73360.0,20220328,,,GOLDEN_CROSS,
73360.0,20220328,,,BREAKOUT_UP_20D,
73690.0,20220403,,,BREAKOUT_UP_20D,
75170.0,20220404,,,BREAKOUT_UP_20D,
75700.0,20220405,,,BREAKOUT_UP_20D,
76610.0,20220418,,,BREAKOUT_UP_20D,
77560.0,20220419,,,BREAKOUT_UP_20D,
82330.0,20220420,,75.52,RSI_OVERBOUGHT,
82330.0,20220420,,,VOLUME_SPIKE_2X,2.11
82330.0,20220420,,,BREAKOUT_UP_20D,
82140.0,20220424,,74.62,RSI_OVERBOUGHT,
81750.0,20220425,,72.7,RSI_OVERBOUGHT,
82930.0,20220426,,74.81,RSI_OVERBOUGHT,
82930.0,20220426,,,BREAKOUT_UP_20D,
82800.0,20220427,,74.13,RSI_OVERBOUGHT,
83030.0,20220430,,74.57,RSI_OVERBOUGHT,
83030.0,20220430,,,BREAKOUT_UP_20D,
82590.0,20220501,,72.05,RSI_OVERBOUGHT,
83370.0,20220502,,73.74,RSI_OVERBOUGHT,
83370.0,20220502,,,BREAKOUT_UP_20D,
86740.0,20220507,,79.52,RSI_OVERBOUGHT,
86740.0,20220507,,,BREAKOUT_UP_20D,
86320.0,20220508,,77.24,RSI_OVERBOUGHT,
76930.0,20220523,,,BREAKOUT_DOWN_20D,
76710.0,20220524,,,BREAKOUT_DOWN_20D,
74830.0,20220606,,,BREAKOUT_DOWN_20D,
74820.0,20220607,,,BREAKOUT_DOWN_20D,
74310.0,20220611,,,BREAKOUT_DOWN_20D,
78630.0,20220613,,,DEATH_CROSS,
73900.0,20220711,,,BREAKOUT_DOWN_20D,
73850.0,20220712,,,BREAKOUT_DOWN_20D,
78880.0,20220719,,,VOLUME_SPIKE_2X,2.75
78880.0,20220719,,,BREAKOUT_UP_20D,
80130.0,20220720,,,BREAKOUT_UP_20D,
82280.0,20220723,,70.86,RSI_OVERBOUGHT,
82280.0,20220723,,,BREAKOUT_UP_20D,
79930.0,20220724,,,VOLUME_SPIKE_2X,2.71
73830.0,20220731,,,BREAKOUT_DOWN_20D,
75500.0,20220813,,,GOLDEN_CROSS,
73530.0,20220817,,,BREAKOUT_DOWN_20D,
73900.0,20220821,,,DEATH_CROSS,
76470.0,20220824,,,BREAKOUT_UP_20D,
80140.0,20220827,,,VOLUME_SPIKE_2X,3.72
80140.0,20220827,,,BREAKOUT_UP_20D,
77110.0,20220903,,,GOLDEN_CROSS,
74180.0,20220924,,,BREAKOUT_DOWN_20D,
77580.0,20221018,,,DEATH_CROSS,
78340.0,20221022,,,BREAKOUT_UP_20D,
78320.0,20221031,,,GOLDEN_CROSS,
79330.0,20221101,,,BREAKOUT_UP_20D,
79580.0,20221102,,,BREAKOUT_UP_20D,
84060.0,20221105,,73.1,RSI_OVERBOUGHT,
84060.0,20221105,,,VOLUME_SPIKE_2X,3.41
84060.0,20221105,,,BREAKOUT_UP_20D,
84360.0,20221106,,73.66,RSI_OVERBOUGHT,
84360.0,20221106,,,BREAKOUT_UP_20D,
88460.0,20221107,,79.82,RSI_OVERBOUGHT,
88460.0,20221107,,,VOLUME_SPIKE_2X,3.47
88460.0,20221107,,,BREAKOUT_UP_20D,
91230.0,20221108,,82.75,RSI_OVERBOUGHT,
91230.0,20221108,,,VOLUME_SPIKE_2X,2.35
91230.0,20221108,,,BREAKOUT_UP_20D,
92840.0,20221109,,84.19,RSI_OVERBOUGHT,
92840.0,20221109,,,VOLUME_SPIKE_2X,2.77
92840.0,20221109,,,BREAKOUT_UP_20D,
94250.0,20221112,,85.35,RSI_OVERBOUGHT,
94250.0,20221112,,,BREAKOUT_UP_20D,
93250.0,20221113,,80.84,RSI_OVERBOUGHT,
95180.0,20221115,,75.56,RSI_OVERBOUGHT,
95180.0,20221115,,,VOLUME_SPIKE_2X,2.33
95180.0,20221115,,,BREAKOUT_UP_20D,
98030.0,20221116,,78.34,RSI_OVERBOUGHT,
98030.0,20221116,,,BREAKOUT_UP_20D,
96420.0,20221120,,70.37,RSI_OVERBOUGHT,
89100.0,20221210,,,BREAKOUT_DOWN_20D,
96800.0,20221224,,,VOLUME_SPIKE_2X,2.13
96800.0,20221224,,,BREAKOUT_UP_20D,
99960.0,20221228,,,VOLUME_SPIKE_2X,2.9
99960.0,20221228,,,BREAKOUT_UP_20D,
98540.0,20230102,,,VOLUME_SPIKE_2X,2.25
103750.0,20230103,,,VOLUME_SPIKE_2X,2.62
103750.0,20230103,,,BREAKOUT_UP_20D,
104510.0,20230107,,,BREAKOUT_UP_20D,
107760.0,20230108,,71.7,RSI_OVERBOUGHT,
107760.0,20230108,,,BREAKOUT_UP_20D,
108570.0,20230109,,72.6,RSI_OVERBOUGHT,
108570.0,20230109,,,BREAKOUT_UP_20D,
112120.0,20230110,,76.17,RSI_OVERBOUGHT,
112120.0,20230110,,,BREAKOUT_UP_20D,
111830.0,20230111,,75.31,RSI_OVERBOUGHT,
112030.0,20230114,,75.51,RSI_OVERBOUGHT,
112030.0,20230115,,75.51,RSI_OVERBOUGHT,
114080.0,20230116,,77.72,RSI_OVERBOUGHT,
114080.0,20230116,,,BREAKOUT_UP_20D,
114520.0,20230117,,78.18,RSI_OVERBOUGHT,
114520.0,20230117,,,BREAKOUT_UP_20D,
117230.0,20230118,,80.79,RSI_OVERBOUGHT,
117230.0,20230118,,,BREAKOUT_UP_20D,
117510.0,20230121,,81.04,RSI_OVERBOUGHT,
117510.0,20230121,,,BREAKOUT_UP_20D,
119180.0,20230122,,82.51,RSI_OVERBOUGHT,
119180.0,20230122,,,BREAKOUT_UP_20D,
118680.0,20230123,,80.49,RSI_OVERBOUGHT,
117100.0,20230124,,74.31,RSI_OVERBOUGHT,
122170.0,20230220,,,BREAKOUT_UP_20D,
128830.0,20230221,,74.69,RSI_OVERBOUGHT,
128830.0,20230221,,,BREAKOUT_UP_20D,
128530.0,20230222,,73.97,RSI_OVERBOUGHT,
140430.0,20230225,,81.53,RSI_OVERBOUGHT,
140430.0,20230225,,,BREAKOUT_UP_20D,
148680.0,20230226,,84.82,RSI_OVERBOUGHT,
148680.0,20230226,,,BREAKOUT_UP_20D,
146260.0,20230227,,80.3,RSI_OVERBOUGHT,
147770.0,20230228,,80.98,RSI_OVERBOUGHT,
142700.0,20230301,,71.99,RSI_OVERBOUGHT,
150250.0,20230315,,,BREAKOUT_UP_20D,
160950.0,20230318,,74.95,RSI_OVERBOUGHT,
160950.0,20230318,,,BREAKOUT_UP_20D,
165760.0,20230319,,77.04,RSI_OVERBOUGHT,
165760.0,20230319,,,BREAKOUT_UP_20D,
167610.0,20230325,,77.81,RSI_OVERBOUGHT,
167610.0,20230325,,,BREAKOUT_UP_20D,
175230.0,20230326,,80.67,RSI_OVERBOUGHT,
175230.0,20230326,,,BREAKOUT_UP_20D,
177970.0,20230327,,81.59,RSI_OVERBOUGHT,
177970.0,20230327,,,BREAKOUT_UP_20D,
179490.0,20230328,,82.1,RSI_OVERBOUGHT,
179490.0,20230328,,,BREAKOUT_UP_20D,
180440.0,20230329,,82.43,RSI_OVERBOUGHT,
180440.0,20230329,,,BREAKOUT_UP_20D,
177830.0,20230403,,78.2,RSI_OVERBOUGHT,
177110.0,20230404,,77.03,RSI_OVERBOUGHT,
174400.0,20230405,,72.61,RSI_OVERBOUGHT,
178300.0,20230408,,74.85,RSI_OVERBOUGHT,
176930.0,20230409,,72.61,RSI_OVERBOUGHT,
177430.0,20230410,,72.92,RSI_OVERBOUGHT,
180740.0,20230415,,72.13,RSI_OVERBOUGHT,
180740.0,20230415,,,BREAKOUT_UP_20D,
181060.0,20230416,,72.34,RSI_OVERBOUGHT,
181060.0,20230416,,,BREAKOUT_UP_20D,
181630.0,20230417,,72.72,RSI_OVERBOUGHT,
181630.0,20230417,,,BREAKOUT_UP_20D,
185560.0,20230418,,75.28,RSI_OVERBOUGHT,
185560.0,20230418,,,BREAKOUT_UP_20D,
185320.0,20230419,,74.82,RSI_OVERBOUGHT,
185000.0,20230424,,74.17,RSI_OVERBOUGHT,
186550.0,20230425,,75.29,RSI_OVERBOUGHT,
186550.0,20230425,,,BREAKOUT_UP_20D,
186280.0,20230426,,74.68,RSI_OVERBOUGHT,
191220.0,20230429,,78.17,RSI_OVERBOUGHT,
191220.0,20230429,,,BREAKOUT_UP_20D,
197470.0,20230430,,81.62,RSI_OVERBOUGHT,
197470.0,20230430,,,BREAKOUT_UP_20D,
196540.0,20230501,,79.61,RSI_OVERBOUGHT,
199520.0,20230502,,81.21,RSI_OVERBOUGHT,
199520.0,20230502,,,BREAKOUT_UP_20D,
197700.0,20230503,,77.22,RSI_OVERBOUGHT,
207010.0,20230506,,82.07,RSI_OVERBOUGHT,
207010.0,20230506,,,VOLUME_SPIKE_2X,2.08
207010.0,20230506,,,BREAKOUT_UP_20D,
200590.0,20230507,,70.86,RSI_OVERBOUGHT,
207060.0,20230524,,,BREAKOUT_UP_20D,
