close,date,drawdown_60,rsi14,type,volume_ratio20
170580.0,20230610,,,BREAKOUT_DOWN_20D,
170580.0,20230610,-0.1762,,DRAWDOWN_15PCT_60D,
169430.0,20230611,,,BREAKOUT_DOWN_20D,
169430.0,20230611,-0.1817,,DRAWDOWN_15PCT_60D,
161440.0,20230612,,,BREAKOUT_DOWN_20D,
161440.0,20230612,-0.2203,,DRAWDOWN_15PCT_60D,
164590.0,20230613,-0.2051,,DRAWDOWN_15PCT_60D,
167110.0,20230614,-0.1929,,DRAWDOWN_15PCT_60D,
164000.0,20230617,,,DEATH_CROSS,
164000.0,20230617,-0.208,,DRAWDOWN_15PCT_60D,
160580.0,20230618,,,BREAKOUT_DOWN_20D,
160580.0,20230618,-0.2245,,DRAWDOWN_15PCT_60D,
162310.0,20230619,-0.2161,,DRAWDOWN_15PCT_60D,
163910.0,20230620,-0.2084,,DRAWDOWN_15PCT_60D,
164070.0,20230621,-0.2076,,DRAWDOWN_15PCT_60D,
167900.0,20230624,-0.1891,,DRAWDOWN_15PCT_60D,
173080.0,20230625,-0.1641,,DRAWDOWN_15PCT_60D,
168060.0,20230626,-0.1884,,DRAWDOWN_15PCT_60D,
162550.0,20230627,-0.215,,DRAWDOWN_15PCT_60D,
160740.0,20230628,-0.2237,,DRAWDOWN_15PCT_60D,
159740.0,20230701,,,BREAKOUT_DOWN_20D,
159740.0,20230701,-0.2285,,DRAWDOWN_15PCT_60D,
160790.0,20230702,-0.2235,,DRAWDOWN_15PCT_60D,
164410.0,20230703,-0.206,,DRAWDOWN_15PCT_60D,
164360.0,20230704,-0.2062,,DRAWDOWN_15PCT_60D,
162130.0,20230705,-0.217,,DRAWDOWN_15PCT_60D,
162460.0,20230708,-0.2154,,DRAWDOWN_15PCT_60D,
160560.0,20230709,-0.2246,,DRAWDOWN_15PCT_60D,
158950.0,20230710,,,BREAKOUT_DOWN_20D,
158950.0,20230710,-0.2323,,DRAWDOWN_15PCT_60D,
153260.0,20230711,,,BREAKOUT_DOWN_20D,
153260.0,20230711,-0.2598,,DRAWDOWN_15PCT_60D,
147190.0,20230712,,27.78,RSI_OVERSOLD,
147190.0,20230712,,,BREAKOUT_DOWN_20D,
147190.0,20230712,-0.2891,,DRAWDOWN_15PCT_60D,
147960.0,20230715,,29.11,RSI_OVERSOLD,
147960.0,20230715,-0.2854,,DRAWDOWN_15PCT_60D,
141320.0,20230716,,24.86,RSI_OVERSOLD,
141320.0,20230716,,,BREAKOUT_DOWN_20D,
141320.0,20230716,-0.3175,,DRAWDOWN_15PCT_60D,
136120.0,20230717,,22.13,RSI_OVERSOLD,
136120.0,20230717,,,BREAKOUT_DOWN_20D,
136120.0,20230717,-0.3426,,DRAWDOWN_15PCT_60D,
142090.0,20230718,,,VOLUME_SPIKE_2X,2.22
142090.0,20230718,-0.3138,,DRAWDOWN_15PCT_60D,
142030.0,20230719,-0.3141,,DRAWDOWN_15PCT_60D,
128940.0,20230722,,24.08,RSI_OVERSOLD,
128940.0,20230722,,,BREAKOUT_DOWN_20D,
128940.0,20230722,-0.3773,,DRAWDOWN_15PCT_60D,
126910.0,20230723,,23.18,RSI_OVERSOLD,
126910.0,20230723,,,BREAKOUT_DOWN_20D,
126910.0,20230723,-0.3871,,DRAWDOWN_15PCT_60D,
130500.0,20230724,,28.29,RSI_OVERSOLD,
130500.0,20230724,-0.3697,,DRAWDOWN_15PCT_60D,
131230.0,20230725,,29.32,RSI_OVERSOLD,
131230.0,20230725,-0.3662,,DRAWDOWN_15PCT_60D,
129570.0,20230726,,28.33,RSI_OVERSOLD,
129570.0,20230726,-0.3742,,DRAWDOWN_15PCT_60D,
129040.0,20230729,,28.0,RSI_OVERSOLD,
129040.0,20230729,-0.3768,,DRAWDOWN_15PCT_60D,
123930.0,20230730,,25.0,RSI_OVERSOLD,
123930.0,20230730,,,BREAKOUT_DOWN_20D,
123930.0,20230730,-0.4015,,DRAWDOWN_15PCT_60D,
125590.0,20230731,,27.71,RSI_OVERSOLD,
125590.0,20230731,-0.3935,,DRAWDOWN_15PCT_60D,
131650.0,20230801,-0.3642,,DRAWDOWN_15PCT_60D,
137590.0,20230805,-0.3355,,DRAWDOWN_15PCT_60D,
136920.0,20230806,-0.3387,,DRAWDOWN_15PCT_60D,
137100.0,20230807,-0.3379,,DRAWDOWN_15PCT_60D,
134680.0,20230808,-0.3496,,DRAWDOWN_15PCT_60D,
136880.0,20230809,-0.3389,,DRAWDOWN_15PCT_60D,
130210.0,20230812,-0.3711,,DRAWDOWN_15PCT_60D,
134370.0,20230813,-0.3511,,DRAWDOWN_15PCT_60D,
135740.0,20230814,-0.3444,,DRAWDOWN_15PCT_60D,
133260.0,20230815,-0.3564,,DRAWDOWN_15PCT_60D,
133200.0,20230816,-0.3567,,DRAWDOWN_15PCT_60D,
130880.0,20230819,-0.3679,,DRAWDOWN_15PCT_60D,
130590.0,20230820,-0.3693,,DRAWDOWN_15PCT_60D,
131120.0,20230821,-0.3419,,DRAWDOWN_15PCT_60D,
129510.0,20230822,-0.3251,,DRAWDOWN_15PCT_60D,
135190.0,20230823,-0.2955,,DRAWDOWN_15PCT_60D,
144640.0,20230826,,,VOLUME_SPIKE_2X,2.13
144640.0,20230826,,,BREAKOUT_UP_20D,
144640.0,20230826,-0.2424,,DRAWDOWN_15PCT_60D,
156170.0,20230827,,,VOLUME_SPIKE_2X,2.06
156170.0,20230827,,,BREAKOUT_UP_20D,
156170.0,20230827,-0.159,,DRAWDOWN_15PCT_60D,
161120.0,20230828,,70.64,RSI_OVERBOUGHT,
161120.0,20230828,,,VOLUME_SPIKE_2X,2.05
161120.0,20230828,,,BREAKOUT_UP_20D,
161510.0,20230829,,70.86,RSI_OVERBOUGHT,
161510.0,20230829,,,BREAKOUT_UP_20D,
161240.0,20230830,,70.46,RSI_OVERBOUGHT,
161910.0,20230902,,70.9,RSI_OVERBOUGHT,
161910.0,20230902,,,BREAKOUT_UP_20D,
165520.0,20230903,,73.22,RSI_OVERBOUGHT,
165520.0,20230903,,,VOLUME_SPIKE_2X,2.06
165520.0,20230903,,,BREAKOUT_UP_20D,
171870.0,20230904,,76.73,RSI_OVERBOUGHT,
171870.0,20230904,,,VOLUME_SPIKE_2X,2.59
171870.0,20230904,,,BREAKOUT_UP_20D,
175780.0,20230905,,,GOLDEN_CROSS,
175780.0,20230905,,78.59,RSI_OVERBOUGHT,
175780.0,20230905,,,BREAKOUT_UP_20D,
170730.0,20230909,,70.72,RSI_OVERBOUGHT,
155950.0,20230930,,,BREAKOUT_DOWN_20D,
151330.0,20231001,,,BREAKOUT_DOWN_20D,
146550.0,20231007,,,BREAKOUT_DOWN_20D,
146550.0,20231007,-0.1663,,DRAWDOWN_15PCT_60D,
139270.0,20231008,,29.84,RSI_OVERSOLD,
139270.0,20231008,,,BREAKOUT_DOWN_20D,
139270.0,20231008,-0.2077,,DRAWDOWN_15PCT_60D,
142130.0,20231009,-0.1914,,DRAWDOWN_15PCT_60D,
145490.0,20231010,-0.1723,,DRAWDOWN_15PCT_60D,
145920.0,20231011,-0.1699,,DRAWDOWN_15PCT_60D,
141750.0,20231014,-0.1936,,DRAWDOWN_15PCT_60D,
142060.0,20231015,-0.1918,,DRAWDOWN_15PCT_60D,
147800.0,20231016,-0.1592,,DRAWDOWN_15PCT_60D,
146880.0,20231018,-0.1644,,DRAWDOWN_15PCT_60D,
150450.0,20231021,,,DEATH_CROSS,
147870.0,20231023,-0.1588,,DRAWDOWN_15PCT_60D,
145760.0,20231024,-0.1708,,DRAWDOWN_15PCT_60D,
145820.0,20231025,-0.1704,,DRAWDOWN_15PCT_60D,
137040.0,20231028,,,BREAKOUT_DOWN_20D,
137040.0,20231028,-0.2204,,DRAWDOWN_15PCT_60D,
140640.0,20231029,-0.1999,,DRAWDOWN_15PCT_60D,
144430.0,20231030,-0.1783,,DRAWDOWN_15PCT_60D,
141180.0,20231031,-0.1968,,DRAWDOWN_15PCT_60D,
138560.0,20231101,-0.2117,,DRAWDOWN_15PCT_60D,
144670.0,20231104,-0.177,,DRAWDOWN_15PCT_60D,
145680.0,20231105,-0.1712,,DRAWDOWN_15PCT_60D,
148000.0,20231106,-0.158,,DRAWDOWN_15PCT_60D,
148080.0,20231108,-0.1576,,DRAWDOWN_15PCT_60D,
147530.0,20231111,-0.1607,,DRAWDOWN_15PCT_60D,
146770.0,20231112,-0.165,,DRAWDOWN_15PCT_60D,
147190.0,20231113,-0.1626,,DRAWDOWN_15PCT_60D,
144660.0,20231114,-0.177,,DRAWDOWN_15PCT_60D,
143560.0,20231115,-0.1833,,DRAWDOWN_15PCT_60D,
142050.0,20231118,-0.1919,,DRAWDOWN_15PCT_60D,
142360.0,20231119,-0.1901,,DRAWDOWN_15PCT_60D,
140640.0,20231120,-0.1999,,DRAWDOWN_15PCT_60D,
141370.0,20231121,-0.1958,,DRAWDOWN_15PCT_60D,
142490.0,20231122,-0.1894,,DRAWDOWN_15PCT_60D,
141660.0,20231125,-0.1941,,DRAWDOWN_15PCT_60D,
141410.0,20231126,-0.1955,,DRAWDOWN_15PCT_60D,
141030.0,20231127,-0.1977,,DRAWDOWN_15PCT_60D,
141910.0,20231128,-0.1927,,DRAWDOWN_15PCT_60D,
145070.0,20231129,-0.1747,,DRAWDOWN_15PCT_60D,
148330.0,20231202,-0.1562,,DRAWDOWN_15PCT_60D,
148330.0,20231203,-0.1562,,DRAWDOWN_15PCT_60D,
141550.0,20231204,,,VOLUME_SPIKE_2X,2.46
141550.0,20231204,-0.1777,,DRAWDOWN_15PCT_60D,
142340.0,20231205,,,VOLUME_SPIKE_2X,2.19
142340.0,20231205,-0.1731,,DRAWDOWN_15PCT_60D,
143270.0,20231206,,,VOLUME_SPIKE_2X,2.48
143270.0,20231206,-0.1677,,DRAWDOWN_15PCT_60D,
142480.0,20231209,-0.1723,,DRAWDOWN_15PCT_60D,
142520.0,20231210,-0.172,,DRAWDOWN_15PCT_60D,
143140.0,20231211,-0.1684,,DRAWDOWN_15PCT_60D,
142460.0,20231212,-0.1655,,DRAWDOWN_15PCT_60D,
141130.0,20231213,-0.1579,,DRAWDOWN_15PCT_60D,
145610.0,20231218,,,VOLUME_SPIKE_2X,2.5
148560.0,20231219,,,VOLUME_SPIKE_2X,2.31
148560.0,20231219,,,BREAKOUT_UP_20D,
144140.0,20231227,,,GOLDEN_CROSS,
143490.0,20240101,,,DEATH_CROSS,
142160.0,20240102,,,GOLDEN_CROSS,
150300.0,20240114,,,BREAKOUT_UP_20D,
139580.0,20240120,,,VOLUME_SPIKE_2X,3.15
139580.0,20240120,,,BREAKOUT_DOWN_20D,
137660.0,20240121,,,BREAKOUT_DOWN_20D,
137620.0,20240122,,,BREAKOUT_DOWN_20D,
134410.0,20240123,,,DEATH_CROSS,
134410.0,20240123,,29.98,RSI_OVERSOLD,
134410.0,20240123,,,BREAKOUT_DOWN_20D,
134080.0,20240129,,,BREAKOUT_DOWN_20D,
131840.0,20240130,,29.44,RSI_OVERSOLD,
131840.0,20240130,,,BREAKOUT_DOWN_20D,
129990.0,20240214,,29.51,RSI_OVERSOLD,
129990.0,20240214,,,BREAKOUT_DOWN_20D,
128040.0,20240217,,26.3,RSI_OVERSOLD,
128040.0,20240217,,,BREAKOUT_DOWN_20D,
127610.0,20240224,,,BREAKOUT_DOWN_20D,
127610.0,20240224,-0.151,,DRAWDOWN_15PCT_60D,
125500.0,20240226,,27.89,RSI_OVERSOLD,
125500.0,20240226,,,BREAKOUT_DOWN_20D,
125500.0,20240226,-0.165,,DRAWDOWN_15PCT_60D,
126950.0,20240227,-0.1554,,DRAWDOWN_15PCT_60D,
135990.0,20240302,,,VOLUME_SPIKE_2X,3.35
135990.0,20240302,,,BREAKOUT_UP_20D,
144310.0,20240303,,,VOLUME_SPIKE_2X,3.75
144310.0,20240303,,,BREAKOUT_UP_20D,
142150.0,20240304,,,VOLUME_SPIKE_2X,2.12
150630.0,20240305,,71.55,RSI_OVERBOUGHT,
150630.0,20240305,,,VOLUME_SPIKE_2X,4.11
150630.0,20240305,,,BREAKOUT_UP_20D,
145210.0,20240317,,,GOLDEN_CROSS,
154640.0,20240324,,,BREAKOUT_UP_20D,
154710.0,20240325,,70.01,RSI_OVERBOUGHT,
154710.0,20240325,,,BREAKOUT_UP_20D,
140210.0,20240413,,,BREAKOUT_DOWN_20D,
137540.0,20240414,,,BREAKOUT_DOWN_20D,
152410.0,20240420,,,VOLUME_SPIKE_2X,2.29
155510.0,20240421,,,BREAKOUT_UP_20D,
134290.0,20240519,,29.61,RSI_OVERSOLD,
134290.0,20240519,,,BREAKOUT_DOWN_20D,
