date,close,return_1d,sma5,sma20,sma50,ema12,ema26,rsi14,macd,macd_signal,atr14,volume_ratio20,roc20,drawdown_60,breakout_up20,breakout_down20,composite_score,prediction,future_return_5d,prediction_correct
20201128,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,100.0,0.0,0.0,0.0,,0.0,0.0,False,False,-5,DOWN,0.059900000000000064,False
20201129,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,100.0,0.0,0.0,0.0,,0.0,0.0,False,False,-5,DOWN,0.0827,False
20201130,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,100.0,0.0,0.0,0.0,,0.0,0.0,False,False,-5,DOWN,0.04469999999999996,False
20201201,113740.0,0.13739999999999997,102748.0,100687.0,100274.8,102113.84615384616,101017.77777777778,100.0,1096.068376068375,219.21367521367503,981.4285714285714,20.0,0.13739999999999997,0.0,True,False,5,UP,-0.11069104976261646,False
20201202,106170.0,-0.06655530156497269,103982.0,100995.5,100398.2,102737.86982248521,101399.42386831275,62.761770906535496,1338.4459541724646,443.06013100543294,1452.0408163265306,13.702820400656123,0.06170000000000009,-0.06655530156497269,False,False,3,UP,-0.05566544221531511,False
20201205,105990.0,-0.0016953941791466587,105180.0,101295.0,100518.0,103238.19754210286,101739.46654473402,62.1689495271855,1498.7309973688389,654.1943042781141,1361.1807580174925,7.011218119751269,0.059900000000000064,-0.0681378582732548,False,False,3,UP,-0.055193886215680776,False
20201206,108270.0,0.021511463345598614,106834.0,101708.5,100683.4,104012.32099716396,102223.20976364262,66.48701132372334,1789.1112335213402,881.1776901267594,1426.8107038733858,5.348430511074046,0.0827,-0.048092139968348824,False,False,5,UP,-0.03786829223238197,False
20201207,104470.0,-0.03509744158123207,107728.0,101932.0,100772.8,104082.73315144642,102389.63867003945,55.18199307038723,1693.0944814069662,1043.561048382801,1596.3242250252868,4.00239486203747,0.04469999999999996,-0.08150167047652546,False,False,3,UP,-0.035608308605341255,False
20201208,101150.0,-0.03177945821767014,105210.0,101989.5,100795.8,103631.54343583928,102297.81358336986,47.57138401085617,1333.7298524694197,1101.5948092001247,1719.4439232377663,2.3878657082609474,0.011500000000000066,-0.11069104976261646,False,False,1,NEUTRAL,-0.0412259021255561,
20201209,100260.0,-0.008798813643104308,104028.0,102002.5,100801.0,103112.84444571017,102146.86442904617,45.749805518091556,965.9800166640052,1074.4718506929007,1660.197928720783,2.0353865680128056,0.0025999999999999357,-0.11851591348689994,False,False,-3,DOWN,-0.054957111510073764,True
20201212,100140.0,-0.0011968880909635216,102858.0,102009.5,100803.8,102655.48376175476,101998.20780467238,45.4968411970587,657.2759570823837,991.0326719707973,1550.1837909550127,2.293355483963491,0.0014000000000000679,-0.11957095129242135,False,False,-3,DOWN,-0.053724785300579225,True
20201213,104170.0,0.04024365887757142,102038.0,102218.0,100887.2,102888.48625994634,102159.08130062257,54.57980348877798,729.4049593237723,938.7071294413923,1727.313520172512,3.171038781133296,0.04170000000000007,-0.08413926499032887,False,False,3,UP,-0.12441201881539787,False
20201214,100750.0,-0.03283094940961884,101294.0,102255.5,100902.2,102559.48837380075,102054.70490798386,47.365798411196636,504.78346581688675,851.9223967164913,1848.219697303047,1.5943133869675157,0.007500000000000062,-0.11420784244768767,False,False,-3,DOWN,-0.11156327543424316,True
20201215,96980.0,-0.03741935483870973,100460.0,102104.5,100841.8,101701.10554706216,101678.8008407258,40.941724422647916,22.30470633636287,685.9988586404656,1985.489718924258,1.368743087212225,-0.030200000000000005,-0.14735361350448395,False,True,-3,DOWN,-0.0813569808207878,True
20201216,94750.0,-0.02299443184161687,99358.0,101842.0,100736.8,100631.70469366798,101165.55633400538,37.685818689100145,-533.8516403373942,442.02875884489373,2002.9547390010969,0.863237218047895,-0.05249999999999999,-0.16695973272375597,False,True,-5,DOWN,-0.06469656992084438,True
20201219,94760.0,0.00010554089709757797,98282.0,101580.0,100632.0,99728.36551002675,100691.0706796346,37.709741138672506,-962.7051696078561,161.08197315434376,1860.6008290724471,0.6959519209860721,-0.0524,-0.1668718129066291,False,False,-4,DOWN,-0.12114816378218662,True
20201220,91210.0,-0.03746306458421278,95690.0,101140.5,100456.2,98417.8477392534,99988.76914780981,32.88349215622773,-1570.9214085564163,-185.31870318780827,1981.2721984244151,0.6357827290562601,-0.08789999999999998,-0.19808334798663618,False,True,-5,DOWN,-0.09889266527793006,True
20201221,89510.0,-0.01863830720315751,93442.0,100616.0,100246.4,97047.40962552211,99212.56402574982,30.8474767093538,-2165.154400227708,-581.2858425957883,1961.1813271083854,0.7033071445380008,-0.1049,-0.21302971689818884,False,True,-5,DOWN,-0.026700927270696062,True
20201222,89090.0,-0.0046922131605406925,91864.0,100070.5,100028.2,95823.19276005717,98462.74446828687,30.347543789589636,-2639.551708229701,-992.9390157225708,1851.0969466006434,0.907479172612609,-0.10909999999999997,-0.21672234921751365,False,True,-5,DOWN,-0.06038837130991137,True
20201223,88620.0,-0.0052755640363677525,90638.0,99501.5,99800.6,94715.0092585099,97733.6522854508,29.76617938718576,-3018.6430269408884,-1398.0798179662343,1752.4471647005973,0.5207828553405424,-0.11380000000000001,-0.22085458062247232,False,True,-4,DOWN,-0.08508237418190023,True
20201226,83280.0,-0.060257278266756975,88342.0,98665.5,99466.2,92955.77706489299,96663.01137541741,24.113933668533264,-3707.2343105244217,-1859.910716477872,2008.7009386505547,0.5203286763125183,-0.16720000000000002,-0.267803762968173,False,True,-4,DOWN,-0.0860951008645533,True
20201227,82190.0,-0.013088376560999038,86538.0,97775.0,99110.0,91299.50367029407,95590.93645871982,23.14771379254691,-4291.432788425751,-2346.215130867448,1943.079443032658,0.7239803585193622,-0.17810000000000004,-0.2773870230349921,False,True,-4,DOWN,-0.0806667477795352,True
20201228,87120.0,0.059982966297603024,86060.0,97131.0,98852.4,90656.50310563344,94963.45968399983,35.69760978046915,-4306.956578366386,-2738.3634203672354,2156.4309113874683,1.0126025890912729,-0.12880000000000003,-0.23404255319148937,False,False,-4,DOWN,-0.11616161616161613,True
20201229,83710.0,-0.039141414141414144,84984.0,95629.5,98526.6,89587.81032015136,94129.87007777762,31.826270550959137,-4542.059757626266,-3099.102687819042,2245.9715605740776,0.58489169775874,-0.2640232108317214,-0.2640232108317214,False,False,-4,DOWN,-0.12292438179428977,True
20201230,81080.0,-0.031417990682116814,83476.0,94375.0,98148.2,88278.91642474345,93163.21303497929,29.196382909528495,-4884.296610235833,-3456.1414723024004,2273.402163390215,0.5958058877789082,-0.23631911085994162,-0.28714612273606466,False,True,-4,DOWN,-0.14948199309324128,True
20210102,76110.0,-0.06129748396645285,82042.0,92881.0,97670.4,86406.77543632138,91900.01206942527,24.993362858251004,-5493.236633103894,-3863.560504462699,2466.016294576628,0.5498085606843608,-0.28191338805547694,-0.3308422718480746,False,True,-4,DOWN,-0.12219156484036264,True
20210103,75560.0,-0.007226382866903136,80716.0,91245.5,97181.6,84738.0407538104,90689.6408050234,24.5718018832452,-5951.600051212998,-4281.168413812759,2329.1579878211546,0.8369241800722849,-0.3021150826637111,-0.33567786179004744,False,True,-4,DOWN,-0.07901005823186869,True
20210104,77000.0,0.019057702488088912,78692.0,89872.0,96721.6,83547.57294553188,89675.59333798464,27.99613496172492,-6128.02039245276,-4650.53880954076,2265.6467029767864,0.9134061594803903,-0.2629463003733129,-0.3230174081237911,False,False,-3,DOWN,-0.10870129870129874,True
20210105,73420.0,-0.046493506493506476,76634.0,88485.5,96190.0,81989.48480006543,88471.47531294875,24.96205002031536,-6481.99051288332,-5016.8291502092725,2359.5290813355873,0.5901817931745184,-0.27414730598121606,-0.3544927026551785,False,True,-4,DOWN,-0.13688368292018527,True
20210106,68960.0,-0.06074639062925635,74210.0,86920.5,95569.2,79984.94867697844,87026.18084532292,21.7932924209169,-7041.232168344475,-5421.709753836313,2509.562718383045,0.654887304994109,-0.31218831039297823,-0.39370494109372256,False,True,-4,DOWN,-0.11934454756380508,True
20210109,66810.0,-0.03117749419953597,72350.0,85254.0,94905.4,77958.03349590485,85528.6859678916,20.44587326260354,-7570.652471986745,-5851.4982974664,2483.8796670699708,0.7591510316108958,-0.33283403235470344,-0.4126077017759803,False,True,-4,DOWN,-0.15491692860350248,True
20210110,69590.0,0.041610537344708876,71156.0,83525.0,94297.2,76670.6437273041,84348.0425628626,26.75205304317312,-7677.3988355585025,-6216.67840508482,2505.0311194221163,1.044945674398101,-0.3319573773639244,-0.3881659926147354,False,False,-3,DOWN,-0.24198879149303065,True
20210111,68630.0,-0.013795085500790338,69482.0,81919.0,93669.8,75433.62161541116,83183.74311376167,25.986007971853,-7750.121498350505,-6523.367023737957,2394.671753749108,0.8750252430208368,-0.31880893300248137,-0.3966062950589063,False,False,-3,DOWN,-0.18446743406673471,True
20210112,63370.0,-0.07664286755063388,67472.0,80238.5,92937.2,73577.67982842482,81716.0584386682,22.22993076703547,-8138.3786102433805,-6846.369341039042,2599.3380570527434,0.6863335722556626,-0.34656630233037744,-0.4428521188675928,False,True,-4,DOWN,-0.028562411235600438,True
20210113,60730.0,-0.04166009152595862,65826.0,78537.5,92151.8,71601.11370097485,80161.53559135945,20.61903945636537,-8560.421890384605,-7189.1798509081555,2602.242481548976,1.0455454991878999,-0.35905013192612134,-0.4660629505890628,False,True,-4,DOWN,0.11493495801086784,False
20210116,56460.0,-0.07031121356825287,63756.0,76622.5,91281.0,69271.71159313257,78405.86628829579,18.30814030885861,-9134.154695163219,-7578.174819759169,2721.3680185811922,0.8261963102680563,-0.4041789784719291,-0.5036047125021981,False,True,-4,DOWN,0.3170386114063053,False
20210118,52750.0,-0.06571023733616721,60388.0,74699.5,90336.0,66729.90980957371,76505.43174842202,16.57043115333032,-9775.52193884831,-8017.644243576998,2791.9845886825356,0.716270500424615,-0.4216642911961408,-0.5362229646562335,False,True,-4,DOWN,0.5141232227488151,False
20210119,55970.0,0.061042654028436116,57856.0,73022.5,89455.4,65074.5390696393,74984.28865594632,23.368805829945146,-9909.749586307022,-8396.065312123003,2822.5571180623547,1.1607278172358795,-0.37470673667746623,-0.5079127835414102,False,False,-3,DOWN,0.5519028050741468,False
20210120,61560.0,0.09987493299982142,57494.0,71646.0,88686.6,64533.84075123325,73989.89690365401,33.49973122096601,-9456.056152420759,-8608.063480182554,3020.2316096293293,0.04759021644506287,-0.3090133572791559,-0.45876560576754,False,False,-4,DOWN,0.47677063027940214,False
20210123,67710.0,0.09990253411306038,58890.0,70600.5,88040.8,65022.4806356589,73524.7193552352,42.50544664610827,-8502.238719576293,-8586.898528061301,3243.786494655806,0.03797781582381544,-0.23595125253893023,-0.40469491823457004,False,False,-2,DOWN,0.4436567715256239,False
20210124,74360.0,0.09821296706542615,62470.0,70154.5,87528.0,66459.02207632677,73586.59199558814,50.33717245214776,-7127.569919261368,-8295.032806301315,3487.0874593232484,2.6624736376377096,-0.10710854947166182,-0.3462282398452611,False,False,1,NEUTRAL,0.29599246906939225,
20210125,79870.0,0.07409897794513176,67894.0,70038.5,87125.4,68522.24944919957,74052.02962554457,55.719365178304436,-5529.780176344997,-7741.9822803100515,3631.5812122287307,1.9690772282868712,-0.028227278257695554,-0.29778442060840515,False,False,1,NEUTRAL,0.13371729059722037,
20210126,86860.0,0.08751721547514713,74072.0,70025.5,86862.6,71343.44184163041,75000.76817180053,61.43003793930112,-3657.3263301701227,-6925.051090282066,3871.4682684981067,4.205393327709725,-0.0029843893480256956,-0.23632846843678568,False,False,1,NEUTRAL,-0.046051116739580955,
20210127,90910.0,0.046626755698825795,79942.0,70385.5,86680.8,74353.68155830266,76179.2297887042,64.30261917511518,-1825.5482304015313,-5905.15051830596,3884.2205350339564,3.803788469555111,0.08601122924381799,-0.2007209425004396,True,False,4,UP,-0.12385876141238583,False
20210130,97750.0,0.07523924760752387,85950.0,71219.0,86635.8,77953.11516471763,77777.06461917056,68.56128580866597,176.05054554707021,-4688.910305535354,4095.3476396743877,2.2372523274790894,0.20559940799210663,-0.14058378758572188,True,False,6,UP,-0.2525831202046036,False
20210131,96370.0,-0.014117647058823568,90352.0,72232.0,86563.2,80786.48206245337,79154.31909182458,66.82903741832456,1632.1629706287931,-3424.695650302525,3901.394236840503,3.7695223460216627,0.2661936670608329,-0.15271672234921752,False,False,3,UP,-0.16882847359136666,False
20210201,90550.0,-0.06039223824841755,92488.0,72981.5,86374.2,82288.56174515285,79998.44360354128,59.94969719910636,2290.1181416115724,-2281.7328919197057,4038.43750563761,2.1944686157357105,0.1983853890947591,-0.2038860559170037,False,False,3,UP,-0.03611264494754285,False
20210202,82860.0,-0.08492545554942021,91688.0,73274.5,86031.4,82376.47532282164,80210.41074401971,52.290359029261516,2166.064578801932,-1392.1733977753784,4299.263398092066,2.05564145734921,0.07610389610389601,-0.2714963952874978,False,False,1,NEUTRAL,0.12877142167511457,
20210203,79650.0,-0.03874004344677773,89436.0,73586.0,85624.4,81957.01758084909,80168.89883705528,49.450243161626624,1788.118743793806,-756.1149694615415,4221.458869656919,1.3432393774168068,0.0848542631435576,-0.29971865658519425,False,False,2,UP,0.2652856246076585,True
20210206,73060.0,-0.08273697426239801,84498.0,73791.0,85085.6,80588.24564533384,79642.31373801416,44.148753201362894,945.9319073196821,-415.70559410529677,4390.640378967139,1.093432359383525,0.05945475638051034,-0.3576578160717425,False,False,0,NEUTRAL,0.35997810019162335,
